StationCode,Reserve,ReserveCode,StationID,Temp Notes,Latitude,Longitude,StationType,Status,StationName,CDMO WQ Data URL,Realm,Province,Ecoregion,NERR_BioRegion,EPAIII_Code,EPAIII_Name,EPAIV_Code,EPAIV_Name,AquaticSystem,AquaticSubsystem,WaterColumn,SalinityRegime,Salinity Class,TempRegime,TidalRegime,ResidualCurrentType,TidalFlowType,PrimaryWaterSource,TectonicSetting,PhysiographicSetting,GeoformOrigin,Level1Geoform(>1km2),Level1GeoformType(>1km2),Level2Geoform(<1km2),Level2GeoformType(<1km2),SubstrateOrigin,SubstrateClass,SubstrateSubclass,PercentClay,PercentSilt,PercentSand,PercentGravel,PercentOrganics,BioticSetting,BioticClass,BioticSubclass,SecondaryBioticElement,TertiaryBioticElement,Dev_TotalArea,Ag_TotalArea,VegUplnd_TotalArea,WetlndPalust_TotalArea,WetlndEst_TotalArea,Bare_TotalArea,Water_TotalArea,Dev_pctTotal,Ag_pctTotal,VegUplnd_pctTotal,WetlndPalust_pctTotal,WetlndEst_pctTotal,Bare_pctTotal,Water_pctTotal,Dev_pctLand,Ag_pctLand,VegUplnd_pctLand,WetlndPalust_pctLand,WetlndEst_pctLand,Bare_pctLand,DominantLandCover,Imp_total_acres,Imp_pctLand,StationDescription
WELLMWQ,Wells Reserve,WEL,LMWQ,,43.340153,70.540603,fixed near-bottom,primary,Little River Mouth,https://cdmo.baruch.sc.edu/dges/?stationCode=WELLMWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Beach,Mainland Beach,Tidal Channel/Creek,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,512.5,176.5,3934.4,1484.9,82.7,69.1,7.4,8.18,2.82,62.78,23.69,1.32,1.10,0.12,8.19,2.82,62.85,23.72,1.32,1.10,vegetated uplands,194.39,3.11,"The Wells Reserve Little River Mouth station is a fixed near-bottom water quality station (WELLMWQ) in a Tidal Channel/Creek surrounded by Emergent Wetland. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
WELSMWQ,Wells Reserve,WEL,SMWQ,,43.344711,70.549217,fixed near-bottom,primary,Skinner Mill,https://cdmo.baruch.sc.edu/dges/?stationCode=WELSMWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Gulf of Maine/Bay of Fundy,Acadian,59,Northeastern Coastal Zone,59f,Gulf of Maine Coastal Lowland,Estuarine,Estuarine Tidal Riverine Coastal,Upper Water Column,Mesohaline Water,brackish,Cool Water,Moderately Tidal,Partially Mixed Domain,Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Beach,Mainland Beach,Tidal Channel/Creek,Tidal Channel/Creek,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Emergent Wetland,Emergent Tidal Marsh,,,512.5,176.5,3934.4,1484.9,82.7,69.1,7.4,8.18,2.82,62.78,23.69,1.32,1.10,0.12,8.19,2.82,62.85,23.72,1.32,1.10,vegetated uplands,194.39,3.11,"The Wells Reserve Skinner Mill station is a fixed near-bottom water quality station (WELSMWQ) in a Tidal Channel/Creek surrounded by Emergent Wetland. The station is located within a Moderately Tidal, brackish Embayment/Bay in a watershed made up of primarily vegetated uplands."
WKBFRWQ,Weeks Bay,WKB,FRWQ,,30.4162,87.8228,fixed near-bottom,primary,Fish River,https://cdmo.baruch.sc.edu/dges/?stationCode=WKBFRWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,65,Southeastern Plains,65f,Southern Pine Plains and Hills,Estuarine,Estuarine Coastal,Lower Water Column,Oligohaline Water,brackish,Warm Water,Microtidal,Partially Mixed Domain,Diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Riverine Estuary,Geologic,Terrace,Fluviomarine Terrace,Riverine Fluvial System,> Third Order,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Forested Wetland,Non-tidal Forested Wetland,Non-Tidal Scrub-Shrub,Emergent Tidal Marsh,5072.4,17539.3,11052.5,5634.5,261.4,263.6,711.7,12.51,43.27,27.27,13.90,0.64,0.65,1.76,12.74,44.04,27.75,14.15,0.66,0.66,agricultural lands,"1,506.15",3.78,"The Weeks Bay Fish River station is a fixed near-bottom water quality station (WKBFRWQ) in a Riverine Fluvial System surrounded by Forested Wetland. The station is located within a Microtidal, brackish Riverine Estuary in a watershed made up of primarily agricultural lands."
WKBMBWQ,Weeks Bay,WKB,MBWQ,,30.3961,87.8335,fixed near-bottom,primary,Middle Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=WKBMBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,65,Southeastern Plains,65f,Southern Pine Plains and Hills,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,5072.4,17539.3,11052.5,5634.5,261.4,263.6,711.7,12.51,43.27,27.27,13.90,0.64,0.65,1.76,12.74,44.04,27.75,14.15,0.66,0.66,agricultural lands,"1,506.15",3.78,"The Weeks Bay Middle Bay station is a fixed near-bottom water quality station (WKBMBWQ) in a  surrounded by . The station is located within a , no data  in a watershed made up of primarily agricultural lands."
WKBMRWQ,Weeks Bay,WKB,MRWQ,,30.39,87.8177,fixed near-bottom,primary,Magnolia River,https://cdmo.baruch.sc.edu/dges/?stationCode=WKBMRWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,65,Southeastern Plains,65f,Southern Pine Plains and Hills,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,891.4,4863.9,1177.7,1062.1,54.3,48.3,70.9,10.91,59.54,14.42,13.00,0.66,0.59,0.87,11.01,60.07,14.54,13.12,0.67,0.60,agricultural lands,258.78,3.20,"The Weeks Bay Magnolia River station is a fixed near-bottom water quality station (WKBMRWQ) in a  surrounded by . The station is located within a , no data  in a watershed made up of primarily agricultural lands."
WKBWBWQ,Weeks Bay,WKB,WBWQ,,30.3808,87.832,fixed near-bottom,primary,Weeks Bay,https://cdmo.baruch.sc.edu/dges/?stationCode=WKBWBWQ,Temperate Northern Atlantic,Warm Temperate Northwest Atlantic ,Northern Gulf of Mexico,Louisianan,65,Southeastern Plains,65f,Southern Pine Plains and Hills,,,,,no data,,,,,,,,,,,,,,,,,,,,,,,,,,5072.4,17539.3,11052.5,5634.5,261.4,263.6,711.7,12.51,43.27,27.27,13.90,0.64,0.65,1.76,12.74,44.04,27.75,14.15,0.66,0.66,agricultural lands,"1,506.15",3.78,"The Weeks Bay Weeks Bay station is a fixed near-bottom water quality station (WKBWBWQ) in a  surrounded by . The station is located within a , no data  in a watershed made up of primarily agricultural lands."
WQBCRWQ,Waquoit Bay,WQB,CRWQ,,41.5798,70.5309,fixed near-bottom,primary,Childs River,https://cdmo.baruch.sc.edu/dges/?stationCode=WQBCRWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,84,Atlantic Coastal Pine Barrens,84a,Cape Cod/Long Island,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Moderately Tidal,Salt Wedge Domain,Mixed Semi-diurnal Tidal Flow,River,Passive Continental Margin,Embayment/Bay,Geologic,Upland Watershed,Riverine,Riverine Fluvial System,First Order,Geologic Substrate,Unconsolidated Mineral Substrate,Fine Unconsolidated Substrate,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Benthic Macroalgae,,,17890.1,365.8,20302.6,1625.1,2567.6,1517.1,2252.0,38.46,0.79,43.64,3.49,5.52,3.26,4.84,40.41,0.83,45.86,3.67,5.80,3.43,vegetated uplands,"6,072.87",13.72,"The Waquoit Bay Childs River station is a fixed near-bottom water quality station (WQBCRWQ) in a Riverine Fluvial System surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
WQBMHWQ,Waquoit Bay,WQB,MHWQ,,41.5526,70.5485,fixed near-bottom,primary,Menauhant,https://cdmo.baruch.sc.edu/dges/?stationCode=WQBMHWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,84,Atlantic Coastal Pine Barrens,84a,Cape Cod/Long Island,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Cool Water,Moderately Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Ocean Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Inlet,Tidal Inlet,Channel,sand channel,Geologic Substrate,Fine,Unconsolidated Sand,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Benthic Macroalgae,,,17890.1,365.8,20302.6,1625.1,2567.6,1517.1,2252.0,38.46,0.79,43.64,3.49,5.52,3.26,4.84,40.41,0.83,45.86,3.67,5.80,3.43,vegetated uplands,"6,072.87",13.72,"The Waquoit Bay Menauhant station is a fixed near-bottom water quality station (WQBMHWQ) in a Channel surrounded by Aquatic Vegetation Bed. The station is located within a Moderately Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
WQBMPWQ,Waquoit Bay,WQB,MPWQ,,41.5689,70.5216,fixed near-bottom,primary,Metoxit Point,https://cdmo.baruch.sc.edu/dges/?stationCode=WQBMPWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,84,Atlantic Coastal Pine Barrens,84a,Cape Cod/Long Island,Estuarine,Estuarine Coastal,Lower Water Column,Euhaline Water,high salinity,Cool Water,Minimally Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Basin,Basin,Flat,,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Benthic Macroalgae,,,17890.1,365.8,20302.6,1625.1,2567.6,1517.1,2252.0,38.46,0.79,43.64,3.49,5.52,3.26,4.84,40.41,0.83,45.86,3.67,5.80,3.43,vegetated uplands,"6,072.87",13.72,"The Waquoit Bay Metoxit Point station is a fixed near-bottom water quality station (WQBMPWQ) in a Flat surrounded by Aquatic Vegetation Bed. The station is located within a Minimally Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
WQBSLWQ,Waquoit Bay,WQB,SLWQ,,41.5542,70.5084,fixed near-bottom,primary,Sage Lot,https://cdmo.baruch.sc.edu/dges/?stationCode=WQBSLWQ,Temperate Northern Atlantic,Cold Temperate Northwest Atlantic,Virginian,Virginian,84,Atlantic Coastal Pine Barrens,84a,Cape Cod/Long Island,Estuarine,Estuarine Coastal,Lower Water Column,Upper Polyhaline Water,high salinity,Cool Water,Minimally Tidal,Well-mixed Domain,Mixed Semi-diurnal Tidal Flow,Local Estuary Exchange,Passive Continental Margin,Embayment/Bay,Geologic,Upland Watershed,Basin,Cove,Mainland Cove,Biogenic Substrate,Organic Substrate,Organic Mud,,,,,,Benthic/Attached Biota,Aquatic Vegetation Bed,Submerged Aquatic Vascular Vegetation,,,17890.1,365.8,20302.6,1625.1,2567.6,1517.1,2252.0,38.46,0.79,43.64,3.49,5.52,3.26,4.84,40.41,0.83,45.86,3.67,5.80,3.43,vegetated uplands,"6,072.87",13.72,"The Waquoit Bay Sage Lot station is a fixed near-bottom water quality station (WQBSLWQ) in a Cove surrounded by Aquatic Vegetation Bed. The station is located within a Minimally Tidal, high salinity Embayment/Bay in a watershed made up of primarily vegetated uplands."
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
